RAUMCODE;RAUMBEZEICHNUNG
OAEGO30;Gard., Dusche Damen
OAEGO32;Gard., Dusche Herren
OAEGO36;Labor
OAU1C21;Keller
OAU1C25;Stiege
OAU1D03;Lager
OAU1D53;Stiege
OAU1D55;Technik
OAU1G33;Kalibriertank
OAU1H19;Kompressorraum
OAU1H25;Wasserbecken
OAU1J22;Abstellraum
OAU1J32;Pumpenraum
OAU1L66;Technik
OAU1L70;Vorraum
OAU1L72;Technik
OAU1L76;Stiege, Vorraum
OAU1L78;Technik
OAU1M66;Kompressor
OAU1M72;Technik
OAU1M76;Technik
OAU1O12;Technik
OAU1O22;Technik
OAU1O24;Technik
OAU1O34;Stiege, Gang
OAU1O36;Lager
OB01A03;Haustechnik
OB01A04;Galerie Rollen-PST
OB01A05;Haustechnik
OB01A06;Haustechnik
OB01A10;Haustechnik
OB01B06;Haustechnik
OB01B07;TGA PST 1
OB01B08;TGA PST 2
OB01B09;Fahrzeuglift
OB01B10;TGA PST 3
OB01B11;TGA PST 4
OB01B12;TGA PST 5
OB01B13;TGA PST 6
OB01B16;TGA PST 7
OB01C04;Maschinenraum
OB01C05;HKLS- Schacht
OB01C06;Reinigungsmaterial
OB01C07;TGA PST 8
OB01C08;TGA PST 9
OB01C09;TGA PST 10
OB01C10;TGA PST 11
OB01C11;TGA PST 12
OB01C12;TGA PST 13
OB01C14;HKLS- Schacht
OB01C15;Personenlift
OB01C16;Vorraum
OB01C16A;WC Herren
OB01C16B;WC Damen, Behinderte
OB01C17;Sozialraum, Küche
OB01D03;Gang
OB01D05;Haustechnik
OB01D06;Stiegenhaus
OB01D07;Haustechnik
OB01D13;Stiegenhaus
OB01D16;Seminarraum
OB02A03;Mechan. Werkstatt
OB02A05;Vorbereitung Prüfstand
OB02A08;Bedienraum
OB02A09;Motorprüfstand 14
OB02A10;Motorprüfstand 15
OB02A11;Komponentenprüfstand
OB02A12;KFZ Technik
OB02A13;Garderobe Damen
OB02A13A;Duschen Damen
OB02A14;WC Damen
OB02A15;Gang
OB02A16;Büro Prof.
OB02A17;Büro
OB02B03;Feinmechanik
OB02B05;Manipulation, Gang
OB02B06;HKLS- Schacht
OB02B09;Fahrzeuglift
OB02B11;Komponentenprüfstand
OB02B13;WC Herren
OB02B14;Garderobe Herren
OB02B14A;Dusche Herren
OB02B15;HKLS- Schacht
OB02B16;Sozialraum, Küche
OB02C03;Vorbereitung Fahrzeuge
OB02C05;HKLS- Schacht
OB02C06;WC
OB02C14;HKLS- Schacht
OB02C15;Personenlift
OB02C16;Büro
OB02D06;Stiegenhaus
OB02D08;Entwicklungsfläche
OB02D13;Stiegenhaus
OB02D16;Büro
OB03A08;Haustechnik
OB03A09;TGA PST 14
OB03A10;TGA PST 16
OB03A13;Lager
OB03A14;WC Herren
OB03A16;Messgerätewerkstatt
OB03A16A;Elektronikmessgeräte
OB03B03;Haustechnik
OB03B06;HKLS- Schacht
OB03B07;Haustechnuk
OB03B09;Fahrzeuglift
OB03B13;Gang
OB03B14;WC Damen
OB03B15;HKLS- Schacht
OB03B16;Sozialraum, Küche
OB03C05;HKLS- Schacht
OB03C06;Reinigungsmaterial
OB03C14;HKLS- Schacht
OB03C15;Personenlift
OB03C16;Elektronikwerkstatt
OB03D06;Stiegenhaus
OB03D13;Stiegenhaus
OB03D16;HT- Zentrale
OBAUA09;CNG-, H2-Flaschen
OBEGA01;Treibstofflager
OBEGA03;Bedienraum
OBEGA04;Rollenprüfstand
OBEGA05;Technik
OBEGA06;Bedienraum
OBEGA09;Vorraum
OBEGA10;Bedienraum
OBEGB01;Vorraum
OBEGB06;Vorbereitung Manipulation
OBEGB07;Motorprüfstand 1
OBEGB08;Motorprüfstand 2 Multi
OBEGB09;Fahrzeuglift
OBEGB10;Motorprüfstand 3
OBEGB11;Motorprüfstand 4
OBEGB12;Motorprüfstand 5
OBEGB13;Motorprüfstand 6
OBEGB14;Technik
OBEGB16;Motorprüfstand 7
OBEGB17;Gang
OBEGC02;Konditionierung
OBEGC05;HKLS- Schacht
OBEGC06;WC
OBEGC07;Motorprüfstand 8
OBEGC08;Motorprüfstand 9
OBEGC09;Motorprüfstand 10
OBEGC10;Motorprüfstand 11
OBEGC11;Motorprüfstand 12
OBEGC12;Motorprüfstand 13
OBEGC14;HKLS- Schacht
OBEGC15;Personenlift
OBEGC16;Vorraum
OBEGC16A;WC Herren
OBEGC16B;WC Damen, Behinderte
OBEGC17;SPS- Kontrollraum
OBEGC1A;Gaslager
OBEGC1B;Gaslager
OBEGC1C;Gaslager
OBEGD06;Stiegenhaus
OBEGD07;Bedienraum
OBEGD13;Stiegenhaus
OBEGD15;Eingang Halle
OBU1A04;Grube Rollen-PST
OBU1B06;Keller
OBU1B09;Fahrzeuglift
OBU1C03;Fernwärme, Wasser, Lüftung
OBU1C05;HKLS- Schacht
OBU1C06;Reinigungsmaterial
OBU1C08;NSHV 1
OBU1C09;Traforaum
OBU1C10;Vorraum
OBU1C10A;SIBEL-Zentrale
OBU1C11;NSHV 2
OBU1C12;Batterieraum
OBU1C13;TU.it Server
OBU1C14;HKLS- Schacht
OBU1C15;Personenlift
OBU1C16;Vorraum
OBU1C17;Garderobe Damen
OBU1C18;WC Damen
OBU1C18A;Dusche Damen
OBU1D05;Wasserzählerraum
OBU1D06;Stiegenhaus
OBU1D09;Einbringschacht
OBU1D10;Schaltraum
OBU1D12;Vorraum
OBU1D12A;Lager
OBU1D12B;Lager Reinigung
OBU1D13;Stiegenhaus
OBU1D14;Garderobe Herren
OBU1D15;AR, Hebeanlage
OBU1D17;WC Herren
OBU1D17A;Dusche Herren
OC01A01;Büro
OC01A03;Büro
OC01A05;Büro
OC01A07;Besprechungsraum
OC01A10;Aufzug 1
OC01A11;Technik
OC01A13;Büro
OC01A15;Büro
OC01A17;Büro
OC01A18;Büro
OC01A19;Büro
OC01A20;Büro
OC01A21;Büro
OC01A22;Büro
OC01A23;Büro
OC01A24;Büro
OC01A25;Büro
OC01A26;Büro
OC01A27;Besprechungsraum
OC01A35;Büro
OC01A37;Büro
OC01A38;Büro
OC01A39;Büro
OC01A40;Büro
OC01A41;Büro
OC01A43;Besprechungsraum
OC01A45;Sozialraum, Küche
OC01A47;Technik
OC01A49;Stiegenhaus 3
OC01A51;Büro
OC01A53;Büro
OC01A55;Büro
OC01B09;Stiegenhaus 1
OC01B11;WC, Waschraum Herren
OC01B50;Aufzug 3
OC01C04;Sozialraum, Küche
OC01C11;WC, Waschraum Damen
OC01C13;Büro
OC01C28;Teeküche
OC01C47;WC, Waschraum Damen
OC01C48;WC, Waschraum Herren
OC01D01;Gang
OC01D13;Gang
OC01D35;Gang
OC01D51;Gang
OC01E23;Seminarraum 3
OC01E27;Aula
OC01E33;Stiegenhaus 2
OC01E36;Reinigungsmaterial
OC01E37;Technik
OC01E38;Technikschacht
OC01E49;Regallager
OC01E51;Trockenraum
OC01E53;Archiv
OC01E55;Büro
OC01F27;4 WC, Waschraum Damen
OC01F29;2 WC, Waschraum Herren
OC01F34;Aufzug 2
OC01F36;Lager
OC01F53;Sozialraum, Küche
OC01G29;WC, Behinderte
OC01G51;Nassraum
OC01H23;Seminarraum 2
OC01H55;Büro
OC01I27;Seminarraum 1
OC01I31;Terrasse
OC01I35;Sozialraum, Küche
OC01I53;Sozialraum, Küche
OC01I55;Büro
OC01J55;Büro
OC01K51;Messraum
OC01K53;Büro
OC01K55;Büro
OC01N33;Fluchtstiege
OC01N55;Fluchtstiege
OCEGA01;Prüfhalle
OCEGA07;Werkstatt
OCEGA10;Aufzug 1
OCEGA11;Teeküche
OCEGA12;Technik
OCEGA13;Labor
OCEGA17;Labor Bauphysik
OCEGA19;Labor
OCEGA21;Labor
OCEGA25;Labor Physik
OCEGA27;Probenvorb. Metall
OCEGA35;Biomechanik
OCEGA37;Fein-/ Maschinenwerst.
OCEGA39;Leitung Werkstätten
OCEGA45;Sozialraum, Küche
OCEGA49;Stiegenhaus 3
OCEGA51;Labor Geräte
OCEGA53;Labor Gestein
OCEGB09;Stiegenhaus 1
OCEGB50;Aufzug 3
OCEGC11;WC, Waschraum Herren
OCEGC47;WC, Waschraum Damen
OCEGC48;WC, Waschraum Herren
OCEGD11;WC, Waschraum Damen
OCEGD16;Klimaraum
OCEGD45;Gang
OCEGD51;Gang
OCEGE09;Prüfhalle 2
OCEGE15;Prüfhalle 3
OCEGE23;Gang
OCEGE27;Gang
OCEGE28;WC, Waschraum Herren
OCEGE29;Portierloge
OCEGE31;Foyer
OCEGE33;Stiegenhaus 2
OCEGE35;Gang
OCEGE36;Holzlager
OCEGE38;Technikschacht
OCEGE39;Schweißen, Lager
OCEGE43;Regallager
OCEGE49;Prüfgeräte
OCEGE53;Lab. Bitumen
OCEGF14;Werkraum
OCEGF23;Nassschneiden
OCEGF25;Sozialraum, Küche
OCEGF26;Klimakammer
OCEGF28;WC, Behinderte
OCEGF29;Reinigungsmaterial
OCEGF30;Mietwäsche
OCEGG28;WC, Waschraum Damen
OCEGG49;Nassschneideraum
OCEGH39;Axialprüfhalle
OCEGH53;Büro
OCEGI23;Werkstatt-1
OCEGI25;Werkstatt-2
OCEGI27;Lab. Beton u. Zement
OCEGI30;Prüfhalle 4
OCEGI35;Holzwerkstätte
OCEGI49;Prüfgeräte
OCEGJ53;Lab. Asphalt
OCEGL09;Kalibrierung
OCEGM41;Stiege ins UG
OCEGN33;Fluchtstiege
OCEGN55;Fluchtstiege
OCU1A01;Revisionsebene
OCU1A04;Hydraulik
OCU1A05;Lager, Technik
OCU1A09;Schacht
OCU1A10;Aufzug Fangrube
OCU1A33;Reifenprüfung
OCU1A34;Schneeerzeugung
OCU1A35;Klimaraum
OCU1A39;Archiv
OCU1A40;Archiv, Verwaltung
OCU1A42;Chemielabor
OCU1A45;Keramiklabor
OCU1A49;Stiegenhaus 3
OCU1A50;Technik
OCU1A51;Aufenthaltsraum
OCU1A53;Niederspannungsraum
OCU1A54;Mittelspannungsraum
OCU1A56;Traforaum
OCU1B09;Stiegenhaus 1
OCU1B10;Abstellraum
OCU1B50;Aufzug 3
OCU1B56;Traforaum
OCU1C50;Reinigungsmaterial
OCU1C56;Traforaum
OCU1D33;Messtechnik
OCU1D35;Gang
OCU1D51;Schleuse zur Garage
OCU1D52;Batterieraum
OCU1D56;Messraum
OCU1E33;Stiegenhaus 2
OCU1E35;Gang
OCU1E36;Heizzentrale, Technik
OCU1E39;Frostraum
OCU1E41;Archiv, Lager
OCU1E51;Parkgarage
OCU1F33;Abstellraum
OCU1F34;Aufzug 2
OCU1F39;Messtechnik
OCU1G39;Archiv
OCU1H33;Garderobe Herren
OCU1H34;Garderobe Damen
OCU1J39;Grobaufbereitung
OCU1L33;WC, Waschraum Behinderte
OCU1L34;2 WC, Waschraum Herren
OCU1L35;2 WC, Waschraum Damen
OCU1M36;Einbringschacht
OCU1M37;Druckluftzentrale
OCU1M41;Stiege, Zugang zum UG
OCZEA10;Aufzug 1
OCZEA11;Technik
OCZEA47;Haustechnik
OCZEA49;Stiegenhaus 3
OCZEB09;Stiegenhaus 1
OCZEB11;TU.it Server
OCZEB50;Aufzug 3
OCZEC49;TU.it Server
OCZED11;Lager
OCZEE29;Sozialraum, Küche
OCZEE31;Lager
OCZEE33;Stiegenhaus 2
OCZEE38;Haustechnikschacht
OCZEF34;Aufzug 2
OCZEG29;Garderobe
OCZEG31;Gang
OCZEH31;Technik
OY0101;Büro (FS Arch.)
OY0101A;Gang
OY0102;Büro (FS-Arch.)
OY0109;Büro (FS-Arch.)
OY0113;Büro (FS-Arch.)
OY0114;Büro (FS-Arch.)
OY0121;Büro (FS-Arch.)
OY0124A;Teeküche
OY0126;Sozialraum, Küche
OY0129;Stiege
OY0129A;2 WC Herren, Waschraum
OY0131;Aufzug
OY0132;Modellbauwerkstatt
OY0133A;WC Behinderte
OY0133B;WC Damen
OY0135;Projektraum Arsenal 1
OY0144;Lager
OY0149;Projektraum Arsenal 2
OY0161;Büro (FS-Arch.)
OY0161A;Gang
OY0169;Büro (FS-Arch.)
OY0173;Büro (FS-Arch.)
OY0181;Büro (FS-Arch.)
OY0201;Büro (FS-Arch.)
OY0202;Büro (FS-Arch.)
OY0202A;Gang
OY0206;Büro (FS-Arch.)
OY0207;Büro (FS-Arch.)
OY0213;Büro (FS-Arch.)
OY0214;Büro (FS-Arch.)
OY0219;Büro (FS-Arch.)
OY0222;Büro (FS-Arch.)
OY0224;Büro (FS-Arch.)
OY0227;Stiege zum Dach
OY0228;Installationsgang
OY0229;Stiege
OY0229A;2 WC Herren, Waschraum
OY0231;Aufzug
OY0233A;WC Behinderte
OY0233B;WC Damen
OY0235;Büro (FS-Arch)
OY0239;Büro (FS-Arch.)
OY0249;Büro (FS-Arch.)
OY0255;Sozialraum, Küche
OY0255A;Gang
OY0301;Installationsgang
OY0327;Stiege zum Dach
OYEG01;Büro
OYEG02;Büro
OYEG02A;Gang
OYEG07;Büro
OYEG08;Büro
OYEG12;Büro
OYEG13;Büro
OYEG14;Büro
OYEG14A;Gang
OYEG17;Büro
OYEG18;Büro
OYEG22;Büro
OYEG23;Büro
OYEG24;WC Herren, Waschraum
OYEG24A;2 WC Damen, Waschraum
OYEG24B;WC Behinderte
OYEG26;Büro UNI
OYEG26A;Gang
OYEG28;TU.it Bandroboter
OYEG29;Stiege, Vorraum
OYEG31;Aufzug
OYEG35;Rechnerraum HPC2/ UNI
OYEG36;Netzwerkraum
OYEG40;Sozialraum, Küche
OYEG44;2 WC Damen, Waschraum
OYEG44A;Gang
OYEG46;2 WC Herren, Waschraum
OYEG48;Stiege
OYEG49;Technik VSC3+/ TU, UNI
OYEG61;Rechnerraum HPC1/ UNI
OYEG81;Büro TU (GUT)
OYU104;Messraum
OYU107;Messraum
OYU107A;Schleuse
OYU108;Messraum
OYU112;Messraum
OYU113;Vorraum
OYU115;Schleuse
OYU116;TU.it Server
OYU119;Lager
OYU119A;Gang
OYU121A;Gang
OYU123A;WC Damen, Dusche
OYU127A;WC Herren, Dusche
OYU128;Technik
OYU128A;Hebebühne VSC2/ TU, UNI
OYU128B;Anlieferung VSC2/ TU, UNI
OYU129;Stiege, Vorraum
OYU129A;WC Behinderte
OYU129B;Lager
OYU130;Rechnerraum VSC2/ TU, UNI
OYU131;Aufzug
OYU135;Rechnerraum VSC3+/ TU, UNI
OYU146;Technik
OYU148;Stiege
OYU149;Rechnerraum VSC3+/ TU, UNI
OYU161;Technik
OYU163;Lüftung
OYU165A;Gang
OYU171;Batterieraum
OYU175;USV
OYU179;Wärmetauscher
OYU179A;Gang
OYU207;Klimazentrale
OYU216;Notausstieg
OYU223;Batterieraum
OYU223A;Gang
OYU227;USV
OYU229;Stiege
OYU231;Aufzug
OYU233;Maschinenraum
OZ0101;Stiege
OZ0102;Büro
OZ0102A;Abstellraum
OZ0104A;Gang
OZ0105;Büro
OZ0108;Büro
OZ0111;Besprechungsraum
OZ0112;Büro
OZ0115;Büro
OZ0116;Büro
OZ0120;Büro
OZ0121;Büro
OZ0125;Büro
OZ0126;Büro
OZ0129;Büro
OZ0130;Büro
OZ0131A;IT-Verteiler
OZ0133;Labor
OZ0133A;Gang
OZ0134;Sozialraum, Küche
OZ0137;Labor
OZ0138;Stiege
OZ0138A;WC Behinderte
OZ0138B;WC Damen
OZ0140;Aufzug
OZ0141;Labor
OZ0142A;2 WC Herren, Waschraum
OZ0144;Lernfabrik
OZ0147;Büro
OZ0151;Büro
OZ0164;Büro
OZ0166;Büro
OZ0168;Büro
OZ0170;Büro
OZ0172;Büro
OZ0174;Büro
OZ0174A;Archiv
OZ0201;Stiege
OZ0202;Windkanal, Pipe 2
OZ0205;Büro
OZ0205A;Gang
OZ0209;Werkstatt 1
OZ0215;Werkstatt 2
OZ0220;Cavity, Cylinder, Pipe 1
OZ0223;Taylor-Couette
OZ0227;Lager
OZ0231;Elektr. Labor
OZ0232;Interferometer
OZ0235;Installationsgang
OZ0238;Stiege
OZ0238A;WC Herren, Waschraum
OZ0240;Aufzug
OZ0240A;Vorraum
OZ0240B;WC Damen
OZ0242;Sozialraum, Küche
OZ0242A;WC Behinderte
OZ0244;Flachwasser, Bucket
OZ0250;Mikrofluid Viskosity
OZ0260;Abstellraum
OZ0260A;Gang
OZ0262;Büro
OZ0262A;Büro
OZ0301;Installationsgang
OZ0329;Installationsgang
OZEG01;Stiege
OZEG02;SMG Büro
OZEG05;SMG Büro
OZEG05A;SMG Gang
OZEG06;SMG Büro
OZEG09;SMG Büro
OZEG10;SMG Büro
OZEG11;SMG Büro
OZEG13;SMG Besprechungsraum
OZEG14;SMG Büro
OZEG17;SMG Büro
OZEG18;SMG Büro
OZEG21;SMG Sekretariat
OZEG22;SMG Bibliothek
OZEG25;SMG Büro
OZEG25A;SMG Gang
OZEG26;SMG Büro
OZEG29;SMG Büro
OZEG30;SMG Büro
OZEG31;SMG 2 WC Damen, Waschraum
OZEG31A;SMG WC Herren, Waschraum
OZEG31B;WC Behinderte, Damen
OZEG31C;WC Herren, Waschraum
OZEG33;Besprechung O214-2
OZEG33A;Gang
OZEG34A;SMG Archiv
OZEG38;Stiege
OZEG39;Besprechungsraum
OZEG40;Aufzug
OZEG43;Besprechung O214-1
OZEG44;SMG Sekretariat
OZEG44A;SMG Gang
OZEG46;SMG Büro
OZEG50;SMG Büro
OZEG51;Sozialraum, Küche
OZEG60;SMG Besprechungsraum
OZEG60A;SMG Gang
OZEG61;Aula
OZEG62A;SMG Büro
OZEG62B;SMG Sozialraum, Küche
OZEG64;Besprechungsraum
OZEG68;Büro
OZEG68A;Gang
OZEG70;Büro
OZEG72;Sekretariat
OZEG74;Team Science Center
OZEG74A;Abstellraum
OZEG76;HS Atrium 2
OZEG80;HS Atrium 1
OZU101;Stiege
OZU102;SMG Wasserlager
OZU104;SMG Prüfraum
OZU104A;SMG Gang
OZU105;SMG Waage
OZU105A;SMG Ofenraum
OZU107;SMG Chemie Labor
OZU110;SMG Mörtel Herstellraum
OZU115;SMG Büro
OZU116;SMG Lager Zement
OZU117;SMG Physiklabor
OZU121;SMG Büro
OZU123;SMG FPIA+LP
OZU124;SMG Siebraum
OZU127;SMG PORO
OZU127A;SMG Vorraum
OZU128;SMG Lager Beton
OZU129;SMG Lager
OZU131;SMG Gang
OZU131A;SMG Materialeingang
OZU133A;SMG Klimazelle
OZU135;SMG Betonraum
OZU138;Stiege
OZU140;Aufzug
OZU144;SMG 2 WC Herren, Waschraum
OZU144A;SMG WC Damen
OZU144B;Gang
OZU145;SMG Prüfhalle
OZU146;SMG Garderobe, Dusche Damen
OZU146A;SMG Gang
OZU148;SMG Garderobe, Dusche Herren
OZU149;SMG Gang
OZU150;SMG Aufenthalt, Garderobe
OZU151;SMG LP-Schleifraum
OZU151A;SMG Schneideraum
OZU151B;SMG Klimakammer
OZU151C;SMG Klimakammer
OZU151D;SMG Vorraum
OZU152A;SMG Server
OZU155;SMG Lager
OZU159;Lager
OZU159A;Gang
OZU160;Labor
OZU160A;SMG Zementmühle
OZU161;Trafo
OZU161A;Hochspannungsraum
OZU162;SMG Kleingerätelager
OZU163;Trafo
OZU164;SMG Gesteinsraum
OZU165;Trafo
OZU167;Trafo
OZU168;SMG Kleinmech. Werkstatt
OZU168A;SMG Vorraum
OZU169;Trafo
OZU170;SMG Lager 20°
OZU171;Notstrom
OZU172;SMG Frostraum
OZU173A;4 WC Herren, Waschraum
OZU175;Vorraum
OZU175A;4 WC Damen, Waschraum
OZU176;Lager, Sozialraum
OZU178A;Lüftungszentrale
OZU180;Büro BIG FS
OZU180A;Gang
OZU180B;Niederspannung
OZU182;Büro BIG FS
OZU184;Büro BIG FS
OZU186;Sozialraum BIG FS
OZU190;Boilerraum
OZU196;Gasmesser
OZU198;Lager
OZU198A;Telefonverteiler
OZU232;Technikzentrale
OZU238;Stiege
OZU238A;Gang
OZU240;Aufzug
OZU242;Maschinenraum
OZU250;Notausstieg
PFEG01;Gang
PFEG01A;2 WC, Waschraum
PFEG02;Messraum
PFEG02A;Vorraum
PFEG02B;Messraum
PFEG04;Werkhalle
PFEG13;Büro
PFEG15;Büro
PFEG15A;Besprechungsraum
PFEG18A;Sozialraum
PFEG18B;Teeküche
PFEG19A;2 WC, Waschraum
QA0101;Bombardier Hörsaal
QA0102;Stiege 1
QA0102C;Aufzug
QA0104;Flur + Halle
QA0106;Teeküche
QA0106A;Stiege 2
QA0107;Theresianumgasse HS 2
QA0107A;Abstellraum
QA0111;Sekretariat
QA0112;Büro
QA0112A;Archiv / Besprechung
QA0116;Büro Prof.
QA0119;WC Herren
QA0119A;WC Damen
QA0120;Büro Wiss.
QA0120A;Vorraum
QA0122;Büro Prof.
QA0201;Büro Ass.
QA0202;Stiege 1
QA0203;Sekretariat
QA0204;Teeküche
QA0204A;Büro
QA0205;Büro Prof.
QA0207;Büro
QA0208;Rechnerraum
QA0211;Büro Wiss.
QA0212;Büro Wiss.
QA0213;Vorraum
QA0213A;Besprechungsraum
QA0215;Gang
QA0216;Büro Wiss.
QA0218;Büro Wiss.
QA0219;WC Herren
QA0219A;WC Behinderte / Damen
QA0220;Büro Prof.
QA0222;Büro Wiss.
QAEG01;Lager
QAEG01A;Stiege
QAEG02;Stiege 1
QAEG02A;EDV-Verteiler
QAEG02B;EDV-Verteiler
QAEG02C;Aufzug
QAEG03;Hauseinfahrt
QAEG04;Geräteraum
QAEG05;Büro
QAEG06;Kopierraum
QAEG06A;Halle + Stiege 2
QAEG07;Sekretariat
QAEG07A;Vorraum
QAEG08;Küche
QAEG08B;Lager
QAEG09;Büro Prof.
QAEG10;Gang
QAEG11;Büro
QAEG12;Durchfahrt
QAEG13;Vorraum
QAEG13A;Stiege
QAEG14;Vorraum
QAEG16;Besprechungsraum
QAEG18;Büro Wiss.
QAEG19;WC Herren
QAEG19A;WC Damen
QAEG20;Büro
QAEG20A;Vorraum
QAEG22;Büro Prof.
QAU102;Stiege 1
QAU102B;Gang
QAU102C;Aufzug
QAU103;Anschlussraum Haustechnik
QAU104;Heizraum
QAU104A;Waschraum
QAU104B;Schleuse
QAU105;Gaszähler
QAU105A;Archiv
QAU106;Gang
QAU106A;Lager / Werkstatt
QAU107;Versuchsraum
QAU107A;Vorraum
QAU109A;Klimaanlage
QAU109B;Vorraum, WC
QAU110;Transportschacht
QAU113;Klimaanlage
QAU113A;Fotolabor / Archiv
QAU114;Licht-Messraum
QAU115;Gang
QAU116;Notausstieg / Gang
QAU118;Lichtlabor
QAU119;Schallmessraum
QAU119A;Vorraum
QAU122;Schall-Testraum
QAZE01;Reinigungspersonal
QAZE01A;Lager, Technik
QAZE01B;Stiege
QAZE01C;WC, Waschraum
QAZE01D;Vorraum
QAZE02B;Stiege
QB0101;Büro
QB0101A;Abstellraum
QB0101B;Gang
QB0102;Büro
QB0103;Büro
QB0107;Büro
QB0107A;Vorraum
QB0109;Büro
QB0109A;Gang
QB0110;Teeküche
QB0111;Büro
QB0111A;Abstellraum
QB0112;WC
QB0112A;Vorraum
QB0112B;WC
QB0114;Besprechungsraum
QB0118;Büro
QB0120;Büro
QB0201;Büro
QB0201A;Abstellraum
QB0201B;Gang
QB0202;Büro
QB0203;Büro
QB0207;Büro
QB0207A;Vorraum
QB0209;Büro
QB0209A;Gang
QB0210;Teeküche
QB0211;Büro
QB0211A;Abstellraum
QB0212;WC
QB0212A;Vorraum
QB0212B;WC
QB0214;Büro
QB0218;Büro
QB0220;Büro
WA02A01;Seminarraum 268/1
WA02A02;Seminarraum 3/4
WA02A08;Stiege
WA02A09;Schleuse
WA02A10;Haustechnik
WA02A11;Gang
WA02A12;E-Verteiler
WA02A13;3 WC Damen, Waschraum
WA02A14;3 WC Herren, Waschraum
WA02A15;2 Aufzüge
WA02A17;HT-Schacht
WA02A19;Seminarraum 280/1
WA02B07;Gang
WA02B08;Gang
WA02E07;Seminarraum 268/3
WA02E08;Seminarraum
WA02E11;Gang
WA02E12;Vorraum
WA02E13;Seminarraum
WA02H07;Büro
WA02H08;Büro
WA02H11;Gang
WA02H12;Gang
WA02H13;Büro
WA02H14;Bibliothek
WA02J13;Bibliothek
WA02K07;Büro
WA02K08;Büro
WA02K13;Bibliothek
WA02L11;Vorraum
WA02L14;Büro
WA02M07;Büro
WA02M08;Büro
WA02M15;Büro
WA02M16;Büro
WA02O07;Büro
WA02O08;Büro
WA02O11;Stiege 1
WA02O12;Stiege 4
WA02O15;Büro
WA02O16;Büro
WA02P15;Besprechungsraum
WA02Q07;Büro
WA02Q10;Gang
WA02Q16;Büro
WA02R08;Büro
WA02R11;Teeküche
WA02R12;Teeküche
WA02R13;Teeküche
WAEGG20;Gang
WAU1E21;Gang
WAU2D08;Gang
WAU2D14;Lager
WAU2E08;Lager
WAU2G08;Lager
WAU2H08;Lager
WB02A01;Seminarraum W1
WB02A12;Stiege
WB02A13;Schleuse
WB02A14;Haustechnik
WB02A15;Gang
WB02A16;E-Verteiler
WB02A17;2 Aufzüge
WB02A18;3 WC Herren, Waschraum
WB02A19;3 WC Damen, Waschraum
WB02A20;HT-Schacht
WB02A23;Seminarraum 280/2
WB02B01;Gang
WB02B02;Gang
WB02E11;Seminarraum 268/2
WB02E12;Büro
WB02E15;Gang
WB02E16;Gang
WB02E17;Seminarraum
WB02E18;Büro
WB02G20;Büro
WB02H11;Sekretariat
WB02H12;Büro
WB02H13;Gang
WB02H17;Büro
WB02J18;Seminarraum W7A
WB02K12;Büro
WB02K14;Gang
WB02K19;Büro
WB02K20;Büro
WB02L11;Büro
WB02L12;EDV-Raum
WB02M12;Büro
WB02M19;Büro
WB02M20;Büro
WB02N11;Büro
WB02N17;Gang
WB02O11;Büro
WB02O12;Büro
WB02O15;Stiege 2
WB02O16;Stiege 5
WB02O17;Gang
WB02O19;Büro
WB02O20;Büro
WB02P13;Gang
WB02Q11;Büro
WB02Q19;Besprechungsraum
WB02Q20;Büro
WB02R12;Büro
WB02R13;Teeküche
WB02R16;Teeküche
WB03A24;Hörsaal W3
WB03B15;Gang
WB03B18;Gang
WB03B30;Besprechungsraum
WB03C22;Büro
WB03C25;Büro
WB03C26;Büro
WB03C27;Büro
WB03C29;Büro
WB03D18;Büro
WBEGG07;Gang
WBU1D01;HS Vorbereitung
WBU1E03;Vorraum
WBU1E05;Gang
WBU1F01;Hörsaal W4
WC02A05;Seminarraum
WC02A12;Stiege
WC02A13;Schleuse
WC02A14;Haustechnik
WC02A15;Gang
WC02A16;E-Verteiler
WC02A17;2 Aufzüge
WC02A18;3 WC Herren, Waschraum
WC02A19;3 WC Damen, Waschraum
WC02A20;HT-Schacht
WC02A23;Seminarraum 4/2
WC02B01;Gang
WC02B02;Gang
WC02E12;Büro
WC02E16;Gang
WC02E18;Besprechungsraum
WC02G18;Büro
WC02H12;Büro
WC02H14;Vorraum
WC02H20;Büro
WC02K20;Büro
WC02L12;Büro
WC02M20;Druckerraum
WC02N12;Büro
WC02N20;Büro
WC02O16;Stiege 6
WC02O20;Büro
WC02P12;Büro
WC02Q14;Gang
WC02Q20;Büro
WC02R14;Teeküche
WC03A12;Stiege
WC03A13;Schleuse
WC03A14;Haustechnik
WC03A15;Gang
WC03A16;E-Verteiler
WC03A17;2 Aufzüge
WC03A18;3 WC Herren, Waschraum
WC03A19;3 WC Damen, Waschraum
WC03A20;HT-Schacht
WC03A24;Hörsaal WEDV
WC03B04;Gang
WC03B16;Gang
WC03B17;Gang
WC03C01;Büro
WC03C03;Büro
WC03C04;FS Modellbau
WC03C11;SIM Labor
WC03C16;Büro
WC03C18;Büro
WC03C19;Büro
WC03C20;Büro
WC03C21;Büro
WC03C23;Büro
WC03C25;Büro
WC03C28;Studentenzone
WC03C29;Büro Prof.
WC03D12;Büro (FS-Arch.)
WC03D14;Büro (FS-Arch.)
WCU1A24;EDV-Schulungsraum
